,average_price,total_volume,type,year,geography
12238,2.17,13783.11,organic,2017,Hartford/Springfield
12239,0.74,1110895.97,conventional,2017,Houston
12240,0.92,38739.84,organic,2017,Houston
12241,1.35,150301.8,conventional,2017,Indianapolis
12242,1.35,4647.85,organic,2017,Indianapolis
12243,1.56,134582.21,conventional,2017,Jacksonville
12244,1.67,2930.17,organic,2017,Jacksonville
12245,0.96,345889.75,conventional,2017,Las Vegas
12246,1.01,20701.89,organic,2017,Las Vegas
12247,0.99,2768930.88,conventional,2017,Los Angeles
12248,1.07,146065.71,organic,2017,Los Angeles
12249,0.99,101061.01,conventional,2017,Louisville
12250,0.56,9801.7,organic,2017,Louisville
12251,1.67,464210.89,conventional,2017,Miami/Ft. Lauderdale
12252,2.47,3583.84,organic,2017,Miami/Ft. Lauderdale
12253,1.14,3397985.84,conventional,2017,Midsouth
12254,1.02,156551.27,organic,2017,Midsouth
12255,0.6,379324.44,conventional,2017,Nashville
12256,0.51,17135.45,organic,2017,Nashville
12257,1.13,254912.18,conventional,2017,New Orleans/Mobile
12258,1.45,4348.91,organic,2017,New Orleans/Mobile
12259,1.39,1465568.77,conventional,2017,New York
12260,1.81,121542.09,organic,2017,New York
12261,1.34,4468555.34,conventional,2017,Northeast
12262,1.8,225597.13,organic,2017,Northeast
12263,1.38,384828.85,conventional,2017,Northern New England
12264,1.66,15016.27,organic,2017,Northern New England
12265,1.55,270877.61,conventional,2017,Orlando
12266,2.28,4320.91,organic,2017,Orlando
12267,1.48,409950.45,conventional,2017,Philadelphia
12268,1.76,22547.41,organic,2017,Philadelphia
12269,0.67,1176932.6,conventional,2017,Phoenix/Tucson
12270,1.42,16463.74,organic,2017,Phoenix/Tucson
12271,1.02,174567.14,conventional,2017,Pittsburgh
12272,1.43,6643.48,organic,2017,Pittsburgh
12273,1.25,1601599.81,conventional,2017,Plains
12274,1.39,79590.74,organic,2017,Plains
12275,0.89,770551.84,conventional,2017,Portland
12276,0.76,62780.86,organic,2017,Portland
12277,1.32,282098.34,conventional,2017,Raleigh/Greensboro
12278,1.54,7644.87,organic,2017,Raleigh/Greensboro
12279,1.31,230403.88,conventional,2017,Richmond/Norfolk
12280,1.06,14497.7,organic,2017,Richmond/Norfolk
12281,1.15,149237.92,conventional,2017,Roanoke
12282,0.7,15787.49,organic,2017,Roanoke
12283,1.32,431348.55,conventional,2017,Sacramento
12284,2.5,6056.68,organic,2017,Sacramento
12285,1.04,517701.26,conventional,2017,San Diego
12286,1.42,20616.04,organic,2017,San Diego
12287,1.59,672242.8,conventional,2017,San Francisco
12288,2.92,21218.15,organic,2017,San Francisco
12289,0.94,803073.94,conventional,2017,Seattle
12290,0.99,68078.93,organic,2017,Seattle
12291,1.31,326142.89,conventional,2017,South Carolina
12292,0.99,17212.92,organic,2017,South Carolina
12293,0.87,5637789.74,conventional,2017,South Central
12294,0.99,155011.12,organic,2017,South Central
12295,1.39,3078856.36,conventional,2017,Southeast
12296,1.11,95526.15,organic,2017,Southeast
12297,0.85,128940.32,conventional,2017,Spokane
12298,1.38,3789.26,organic,2017,Spokane
12299,1.38,112515.7,conventional,2017,St. Louis
12300,1.23,8150.41,organic,2017,St. Louis
12301,1.42,72748.04,conventional,2017,Syracuse
12302,1.84,1817.84,organic,2017,Syracuse
12303,1.59,292544.83,conventional,2017,Tampa
12304,2.61,3705.46,organic,2017,Tampa
12305,1.13,33684175.01,conventional,2017,Total U.S.
12306,1.16,1619398.24,organic,2017,Total U.S.
12307,0.96,6667896.16,conventional,2017,West
12308,0.99,367519.17,organic,2017,West
12309,0.84,841019.69,conventional,2017,West Tex/New Mexico
12310,1.23,24969.3,organic,2017,West Tex/New Mexico
12311,1.54,95713.29,conventional,2017,Albany
12312,1.97,2001.95,organic,2017,Albany
12313,1.21,469277.94,conventional,2017,Atlanta
12314,0.9,18563.32,organic,2017,Atlanta
12315,1.6,763783.58,conventional,2017,Baltimore/Washington
12316,2.12,17418.01,organic,2017,Baltimore/Washington
12317,0.98,112776.1,conventional,2017,Boise
12318,1.16,2918.06,organic,2017,Boise
12319,1.55,495117.57,conventional,2017,Boston
12320,2.09,18294.75,organic,2017,Boston
12321,1.48,165974.96,conventional,2017,Buffalo/Rochester
12322,2.05,2414.64,organic,2017,Buffalo/Rochester
12323,1.31,5208101.86,conventional,2017,California
12324,1.53,210400.75,organic,2017,California
12325,1.55,207026.03,conventional,2017,Charlotte
12326,1.86,7142.45,organic,2017,Charlotte
12327,1.66,665364.72,conventional,2017,Chicago
12328,1.93,33185.31,organic,2017,Chicago
12329,0.9,284997.7,conventional,2017,Cincinnati/Dayton
12330,0.64,29680.14,organic,2017,Cincinnati/Dayton
12331,1.29,140126.45,conventional,2017,Columbus
12332,0.83,17118.8,organic,2017,Columbus
12333,0.9,1170640.71,conventional,2017,Dallas/Ft. Worth
12334,1.11,25049.48,organic,2017,Dallas/Ft. Worth
12335,1.32,673601.39,conventional,2017,Denver
12336,0.98,52575.07,organic,2017,Denver
12337,1.44,238211.13,conventional,2017,Detroit
12338,0.7,27596.38,organic,2017,Detroit
12339,1.73,129820.93,conventional,2017,Grand Rapids
12340,1.94,4146.49,organic,2017,Grand Rapids
12341,1.38,2883466.63,conventional,2017,Great Lakes
12342,1.08,206958.43,organic,2017,Great Lakes
12343,1.42,245928.12,conventional,2017,Harrisburg/Scranton
12344,2.21,7789.5,organic,2017,Harrisburg/Scranton
12345,1.65,248805.91,conventional,2017,Hartford/Springfield
12346,2.57,13395.7,organic,2017,Hartford/Springfield
12347,0.9,903586.21,conventional,2017,Houston
12348,0.92,52810.48,organic,2017,Houston
12349,1.35,149318.47,conventional,2017,Indianapolis
12350,0.93,8510.89,organic,2017,Indianapolis
12351,1.55,146196.96,conventional,2017,Jacksonville
12352,1.7,3349.83,organic,2017,Jacksonville
12353,0.99,315445.03,conventional,2017,Las Vegas
12354,1.16,21402.16,organic,2017,Las Vegas
12355,1.12,2633574.94,conventional,2017,Los Angeles
12356,1.19,143848.91,organic,2017,Los Angeles
12357,1.18,85005.19,conventional,2017,Louisville
12358,0.65,7708.22,organic,2017,Louisville
12359,1.7,473865.59,conventional,2017,Miami/Ft. Lauderdale
12360,3.05,2068.26,organic,2017,Miami/Ft. Lauderdale
12361,1.33,3059010.05,conventional,2017,Midsouth
12362,1.35,121869.61,organic,2017,Midsouth
12363,0.75,261830.38,conventional,2017,Nashville
12364,0.61,11558.79,organic,2017,Nashville
12365,1.32,239083.77,conventional,2017,New Orleans/Mobile
12366,1.45,3782.27,organic,2017,New Orleans/Mobile
12367,1.76,1163703.37,conventional,2017,New York
12368,2.26,93328.69,organic,2017,New York
12369,1.6,3779295.69,conventional,2017,Northeast
12370,2.18,186709.79,organic,2017,Northeast
12371,1.41,397861.17,conventional,2017,Northern New England
12372,1.87,14773.91,organic,2017,Northern New England
12373,1.52,290011.0,conventional,2017,Orlando
12374,2.2,3740.93,organic,2017,Orlando
12375,1.74,377616.35,conventional,2017,Philadelphia
12376,2.33,14160.84,organic,2017,Philadelphia
12377,0.65,1264592.26,conventional,2017,Phoenix/Tucson
12378,1.38,17655.67,organic,2017,Phoenix/Tucson
12379,1.34,108624.25,conventional,2017,Pittsburgh
12380,1.45,9954.06,organic,2017,Pittsburgh
12381,1.29,1602700.69,conventional,2017,Plains
12382,1.5,71708.81,organic,2017,Plains
12383,0.84,922940.33,conventional,2017,Portland
12384,1.19,34526.66,organic,2017,Portland
12385,1.42,281539.78,conventional,2017,Raleigh/Greensboro
12386,1.9,6858.2,organic,2017,Raleigh/Greensboro
12387,1.35,254377.74,conventional,2017,Richmond/Norfolk
12388,1.46,14100.75,organic,2017,Richmond/Norfolk
12389,1.26,143644.79,conventional,2017,Roanoke
12390,1.13,8967.12,organic,2017,Roanoke
12391,1.61,354782.58,conventional,2017,Sacramento
12392,2.36,6022.12,organic,2017,Sacramento
12393,1.24,445311.34,conventional,2017,San Diego
12394,1.72,17226.14,organic,2017,San Diego
12395,1.8,620908.22,conventional,2017,San Francisco
12396,2.9,17686.1,organic,2017,San Francisco
12397,0.91,846864.87,conventional,2017,Seattle
12398,1.18,65106.0,organic,2017,Seattle
12399,1.4,325834.91,conventional,2017,South Carolina
12400,1.38,11551.46,organic,2017,South Carolina
12401,0.93,5316530.73,conventional,2017,South Central
12402,1.04,168236.96,organic,2017,South Central
12403,1.45,3130784.67,conventional,2017,Southeast
12404,1.41,63661.35,organic,2017,Southeast
12405,0.83,132799.77,conventional,2017,Spokane
12406,1.19,5020.91,organic,2017,Spokane
12407,1.36,102939.99,conventional,2017,St. Louis
12408,1.16,10550.08,organic,2017,St. Louis
12409,1.53,73839.48,conventional,2017,Syracuse
12410,2.05,2064.66,organic,2017,Syracuse
12411,1.57,310151.12,conventional,2017,Tampa
12412,2.56,2856.05,organic,2017,Tampa
12413,1.22,32020573.94,conventional,2017,Total U.S.
12414,1.38,1337596.89,organic,2017,Total U.S.
12415,0.94,7040683.56,conventional,2017,West
12416,1.16,308051.18,organic,2017,West
12417,0.86,813341.58,conventional,2017,West Tex/New Mexico
12418,1.15,26522.49,organic,2017,West Tex/New Mexico
12419,1.6,92774.61,conventional,2017,Albany
12420,1.87,2763.38,organic,2017,Albany
12421,1.25,460990.81,conventional,2017,Atlanta
12422,1.23,11754.42,organic,2017,Atlanta
12423,1.58,738956.53,conventional,2017,Baltimore/Washington
12424,2.06,18537.54,organic,2017,Baltimore/Washington
12425,1.15,86727.42,conventional,2017,Boise
12426,1.25,2665.45,organic,2017,Boise
12427,1.54,540540.5,conventional,2017,Boston
12428,2.06,18134.67,organic,2017,Boston
12429,1.54,151459.46,conventional,2017,Buffalo/Rochester
12430,2.05,3614.79,organic,2017,Buffalo/Rochester
12431,1.31,5328958.01,conventional,2017,California
12432,1.57,209591.02,organic,2017,California
12433,1.47,206732.76,conventional,2017,Charlotte
12434,1.96,6033.09,organic,2017,Charlotte
12435,1.64,678898.01,conventional,2017,Chicago
12436,1.68,45989.07,organic,2017,Chicago
12437,0.95,263837.93,conventional,2017,Cincinnati/Dayton
12438,1.68,9218.04,organic,2017,Cincinnati/Dayton
12439,1.3,136371.39,conventional,2017,Columbus
12440,1.5,7892.34,organic,2017,Columbus
12441,0.94,1153699.28,conventional,2017,Dallas/Ft. Worth
12442,1.1,26679.37,organic,2017,Dallas/Ft. Worth
12443,1.32,678002.96,conventional,2017,Denver
12444,0.89,50646.59,organic,2017,Denver
12445,1.48,262116.19,conventional,2017,Detroit
12446,1.32,11873.88,organic,2017,Detroit
12447,1.73,141712.21,conventional,2017,Grand Rapids
12448,2.05,2395.16,organic,2017,Grand Rapids
12449,1.39,2975356.86,conventional,2017,Great Lakes
12450,1.55,137494.38,organic,2017,Great Lakes
12451,1.4,243265.5,conventional,2017,Harrisburg/Scranton
12452,1.93,10371.35,organic,2017,Harrisburg/Scranton
12453,1.66,253838.3,conventional,2017,Hartford/Springfield
12454,2.04,24796.8,organic,2017,Hartford/Springfield
12455,0.85,1016536.61,conventional,2017,Houston
12456,0.87,50886.04,organic,2017,Houston
12457,1.25,168330.5,conventional,2017,Indianapolis
12458,1.49,4239.49,organic,2017,Indianapolis
12459,1.56,138402.06,conventional,2017,Jacksonville
12460,1.58,3608.19,organic,2017,Jacksonville
12461,1.02,318004.24,conventional,2017,Las Vegas
12462,1.27,17048.64,organic,2017,Las Vegas
12463,1.11,2737872.14,conventional,2017,Los Angeles
12464,1.25,135636.51,organic,2017,Los Angeles
12465,1.29,74388.06,conventional,2017,Louisville
12466,0.95,4433.03,organic,2017,Louisville
12467,1.62,520937.75,conventional,2017,Miami/Ft. Lauderdale
12468,2.59,2427.94,organic,2017,Miami/Ft. Lauderdale
12469,1.35,2933076.38,conventional,2017,Midsouth
12470,1.59,97030.81,organic,2017,Midsouth
12471,0.96,228023.12,conventional,2017,Nashville
12472,0.92,5986.47,organic,2017,Nashville
12473,1.32,231348.89,conventional,2017,New Orleans/Mobile
12474,1.44,1517.2,organic,2017,New Orleans/Mobile
12475,1.7,1155875.16,conventional,2017,New York
12476,1.86,147248.57,organic,2017,New York
12477,1.59,3768359.35,conventional,2017,Northeast
12478,1.88,276084.84,organic,2017,Northeast
12479,1.43,380612.68,conventional,2017,Northern New England
12480,1.86,16064.02,organic,2017,Northern New England
12481,1.53,287195.89,conventional,2017,Orlando
12482,2.06,4382.2,organic,2017,Orlando
12483,1.66,373158.66,conventional,2017,Philadelphia
12484,1.82,25480.51,organic,2017,Philadelphia
12485,0.68,1241284.04,conventional,2017,Phoenix/Tucson
12486,1.35,19557.62,organic,2017,Phoenix/Tucson
12487,1.34,110278.1,conventional,2017,Pittsburgh
12488,1.47,9927.4,organic,2017,Pittsburgh
12489,1.3,1679882.22,conventional,2017,Plains
12490,1.54,75867.95,organic,2017,Plains
12491,1.11,634212.88,conventional,2017,Portland
12492,1.28,30396.42,organic,2017,Portland
12493,1.39,280949.58,conventional,2017,Raleigh/Greensboro
12494,1.83,6478.95,organic,2017,Raleigh/Greensboro
12495,1.29,250471.76,conventional,2017,Richmond/Norfolk
12496,1.55,11613.35,organic,2017,Richmond/Norfolk
12497,1.23,141618.19,conventional,2017,Roanoke
12498,1.2,7983.96,organic,2017,Roanoke
12499,1.59,372216.08,conventional,2017,Sacramento
12500,2.46,5971.13,organic,2017,Sacramento
12501,1.25,460355.92,conventional,2017,San Diego
12502,1.59,22169.84,organic,2017,San Diego
12503,1.79,639050.82,conventional,2017,San Francisco
12504,2.88,18687.22,organic,2017,San Francisco
12505,1.14,600698.43,conventional,2017,Seattle
12506,1.52,45637.49,organic,2017,Seattle
12507,1.37,332804.42,conventional,2017,South Carolina
12508,1.34,8769.05,organic,2017,South Carolina
12509,0.94,5498742.96,conventional,2017,South Central
12510,1.03,160600.06,organic,2017,South Central
12511,1.45,3168368.37,conventional,2017,Southeast
12512,1.58,52790.71,organic,2017,Southeast
12513,0.92,110951.46,conventional,2017,Spokane
12514,1.91,3319.4,organic,2017,Spokane
12515,1.18,136296.62,conventional,2017,St. Louis
12516,1.19,10420.76,organic,2017,St. Louis
12517,1.59,68447.26,conventional,2017,Syracuse
12518,2.04,2460.96,organic,2017,Syracuse
12519,1.58,312270.07,conventional,2017,Tampa
12520,1.97,3982.18,organic,2017,Tampa
12521,1.25,31595125.23,conventional,2017,Total U.S.
12522,1.5,1284018.65,organic,2017,Total U.S.
12523,1.04,6242381.13,conventional,2017,West
12524,1.24,274558.89,organic,2017,West
12525,0.84,914181.01,conventional,2017,West Tex/New Mexico
12526,1.11,26767.63,organic,2017,West Tex/New Mexico
12527,1.16,122951.65,conventional,2017,Albany
12528,2.02,2250.22,organic,2017,Albany
12529,1.32,443514.95,conventional,2017,Atlanta
12530,1.27,16209.23,organic,2017,Atlanta
12531,1.6,739376.32,conventional,2017,Baltimore/Washington
12532,1.97,20770.15,organic,2017,Baltimore/Washington
12533,1.16,95292.56,conventional,2017,Boise
12534,0.81,4448.99,organic,2017,Boise
12535,1.51,550948.58,conventional,2017,Boston
12536,2.02,17307.58,organic,2017,Boston
12537,1.53,156787.69,conventional,2017,Buffalo/Rochester
12538,2.16,4486.25,organic,2017,Buffalo/Rochester
12539,1.33,5073070.91,conventional,2017,California
12540,1.7,194052.77,organic,2017,California
12541,1.48,225271.53,conventional,2017,Charlotte
12542,2.01,8724.0,organic,2017,Charlotte
12543,1.64,656875.03,conventional,2017,Chicago
12544,1.67,48330.46,organic,2017,Chicago
12545,1.16,221214.93,conventional,2017,Cincinnati/Dayton
12546,1.04,24050.02,organic,2017,Cincinnati/Dayton
12547,1.26,153513.23,conventional,2017,Columbus
12548,0.72,22560.01,organic,2017,Columbus
12549,0.91,1282796.85,conventional,2017,Dallas/Ft. Worth
12550,1.14,29627.87,organic,2017,Dallas/Ft. Worth
12551,1.42,630931.96,conventional,2017,Denver
12552,0.85,67657.35,organic,2017,Denver
12553,1.48,289107.02,conventional,2017,Detroit
12554,0.65,42853.44,organic,2017,Detroit
12555,1.71,149479.58,conventional,2017,Grand Rapids
12556,2.05,2136.8,organic,2017,Grand Rapids
12557,1.42,3002195.77,conventional,2017,Great Lakes
12558,1.08,244035.03,organic,2017,Great Lakes
12559,1.38,254599.21,conventional,2017,Harrisburg/Scranton
12560,1.91,10043.21,organic,2017,Harrisburg/Scranton
12561,1.58,270398.76,conventional,2017,Hartford/Springfield
12562,2.48,13053.93,organic,2017,Hartford/Springfield
12563,0.83,1074520.66,conventional,2017,Houston
12564,0.9,61552.96,organic,2017,Houston
12565,1.27,181489.14,conventional,2017,Indianapolis
12566,1.02,7706.59,organic,2017,Indianapolis
12567,1.62,149813.32,conventional,2017,Jacksonville
12568,1.47,4455.27,organic,2017,Jacksonville
12569,1.02,325734.59,conventional,2017,Las Vegas
12570,1.21,17776.08,organic,2017,Las Vegas
12571,1.12,2583323.58,conventional,2017,Los Angeles
12572,1.33,125710.73,organic,2017,Los Angeles
12573,1.11,100036.14,conventional,2017,Louisville
12574,0.74,6459.97,organic,2017,Louisville
12575,1.71,498987.31,conventional,2017,Miami/Ft. Lauderdale
12576,1.74,5830.75,organic,2017,Miami/Ft. Lauderdale
12577,1.33,3162600.85,conventional,2017,Midsouth
12578,1.41,139274.81,organic,2017,Midsouth
12579,0.91,276732.88,conventional,2017,Nashville
12580,0.77,9755.34,organic,2017,Nashville
12581,1.38,236515.28,conventional,2017,New Orleans/Mobile
12582,1.6,3838.3,organic,2017,New Orleans/Mobile
12583,1.72,1154893.52,conventional,2017,New York
12584,2.18,87897.32,organic,2017,New York
12585,1.54,3977196.18,conventional,2017,Northeast
12586,2.1,191466.91,organic,2017,Northeast
12587,1.38,416769.78,conventional,2017,Northern New England
12588,1.85,14479.04,organic,2017,Northern New England
12589,1.62,281795.07,conventional,2017,Orlando
12590,1.54,8166.97,organic,2017,Orlando
12591,1.66,379956.99,conventional,2017,Philadelphia
12592,2.18,16770.93,organic,2017,Philadelphia
12593,0.57,1607936.05,conventional,2017,Phoenix/Tucson
12594,1.37,20102.19,organic,2017,Phoenix/Tucson
12595,1.34,117686.64,conventional,2017,Pittsburgh
12596,1.5,10049.14,organic,2017,Pittsburgh
12597,1.33,1704624.12,conventional,2017,Plains
12598,1.51,81982.77,organic,2017,Plains
12599,1.12,629914.06,conventional,2017,Portland
12600,0.68,77379.73,organic,2017,Portland
12601,1.41,296660.74,conventional,2017,Raleigh/Greensboro
12602,1.94,11276.9,organic,2017,Raleigh/Greensboro
12603,1.26,258325.55,conventional,2017,Richmond/Norfolk
12604,1.06,15307.02,organic,2017,Richmond/Norfolk
12605,1.21,146817.49,conventional,2017,Roanoke
12606,0.84,15330.0,organic,2017,Roanoke
12607,1.57,375225.76,conventional,2017,Sacramento
12608,2.44,6509.21,organic,2017,Sacramento
12609,1.28,430467.52,conventional,2017,San Diego
12610,2.06,14388.05,organic,2017,San Diego
12611,1.79,617981.91,conventional,2017,San Francisco
12612,2.83,20170.65,organic,2017,San Francisco
12613,1.16,608172.61,conventional,2017,Seattle
12614,0.7,117379.74,organic,2017,Seattle
12615,1.41,343469.43,conventional,2017,South Carolina
12616,1.7,7812.03,organic,2017,South Carolina
12617,0.93,5805541.99,conventional,2017,South Central
12618,1.03,197899.23,organic,2017,South Central
12619,1.52,3149349.04,conventional,2017,Southeast
12620,1.48,75769.87,organic,2017,Southeast
12621,1.09,93209.14,conventional,2017,Spokane
12622,1.02,8348.5,organic,2017,Spokane
12623,1.33,110960.45,conventional,2017,St. Louis
12624,1.24,11292.61,organic,2017,St. Louis
12625,1.37,88278.7,conventional,2017,Syracuse
12626,2.12,2614.15,organic,2017,Syracuse
12627,1.67,308197.46,conventional,2017,Tampa
12628,1.52,8253.8,organic,2017,Tampa
12629,1.24,32555119.32,conventional,2017,Total U.S.
12630,1.29,1581127.36,organic,2017,Total U.S.
12631,1.0,6680540.39,conventional,2017,West
12632,0.9,456645.91,organic,2017,West
12633,0.84,910903.81,conventional,2017,West Tex/New Mexico
12634,1.11,32073.43,organic,2017,West Tex/New Mexico
12635,1.62,92621.11,conventional,2017,Albany
12636,1.86,3492.87,organic,2017,Albany
12637,1.26,481933.74,conventional,2017,Atlanta
12638,1.26,16943.34,organic,2017,Atlanta
12639,1.5,800801.84,conventional,2017,Baltimore/Washington
12640,1.97,23194.42,organic,2017,Baltimore/Washington
12641,1.2,94905.4,conventional,2017,Boise
12642,0.82,4767.59,organic,2017,Boise
12643,1.56,571902.2,conventional,2017,Boston
12644,2.0,16320.74,organic,2017,Boston
12645,1.54,167364.95,conventional,2017,Buffalo/Rochester
12646,2.09,3337.9,organic,2017,Buffalo/Rochester
12647,1.22,5719811.06,conventional,2017,California
12648,1.64,191988.18,organic,2017,California
12649,1.48,231427.69,conventional,2017,Charlotte
12650,1.95,10320.1,organic,2017,Charlotte
12651,1.65,676300.83,conventional,2017,Chicago
12652,1.94,56046.88,organic,2017,Chicago
12653,1.01,290569.6,conventional,2017,Cincinnati/Dayton
12654,0.83,25025.0,organic,2017,Cincinnati/Dayton
12655,1.23,174975.95,conventional,2017,Columbus
12656,1.39,9701.51,organic,2017,Columbus
12657,0.83,1372247.8,conventional,2017,Dallas/Ft. Worth
12658,1.41,23747.19,organic,2017,Dallas/Ft. Worth
12659,1.33,681540.61,conventional,2017,Denver
12660,0.84,68627.92,organic,2017,Denver
12661,1.48,288639.34,conventional,2017,Detroit
12662,1.46,11266.02,organic,2017,Detroit
12663,1.73,140629.7,conventional,2017,Grand Rapids
12664,2.07,1908.86,organic,2017,Grand Rapids
12665,1.41,3081036.18,conventional,2017,Great Lakes
12666,1.51,179232.9,organic,2017,Great Lakes
12667,1.46,239412.64,conventional,2017,Harrisburg/Scranton
12668,1.95,9170.1,organic,2017,Harrisburg/Scranton
12669,1.71,269090.51,conventional,2017,Hartford/Springfield
12670,2.42,13121.84,organic,2017,Hartford/Springfield
12671,0.7,1543050.06,conventional,2017,Houston
12672,0.92,52873.83,organic,2017,Houston
12673,1.26,166588.45,conventional,2017,Indianapolis
12674,1.37,5834.51,organic,2017,Indianapolis
12675,1.64,149669.6,conventional,2017,Jacksonville
12676,1.43,6642.01,organic,2017,Jacksonville
12677,1.04,329722.62,conventional,2017,Las Vegas
12678,1.19,17183.94,organic,2017,Las Vegas
12679,0.98,3100355.01,conventional,2017,Los Angeles
12680,1.3,122384.82,organic,2017,Los Angeles
12681,1.15,96962.69,conventional,2017,Louisville
12682,1.38,3166.23,organic,2017,Louisville
12683,1.71,493610.85,conventional,2017,Miami/Ft. Lauderdale
12684,2.03,4159.55,organic,2017,Miami/Ft. Lauderdale
12685,1.3,3350938.53,conventional,2017,Midsouth
12686,1.67,129499.97,organic,2017,Midsouth
12687,0.95,281438.76,conventional,2017,Nashville
12688,1.17,6336.78,organic,2017,Nashville
12689,1.37,243155.13,conventional,2017,New Orleans/Mobile
12690,1.55,6540.24,organic,2017,New Orleans/Mobile
12691,1.74,1221327.78,conventional,2017,New York
12692,1.86,140039.98,organic,2017,New York
12693,1.62,3988654.48,conventional,2017,Northeast
12694,1.89,256548.81,organic,2017,Northeast
12695,1.45,422201.67,conventional,2017,Northern New England
12696,1.82,13640.21,organic,2017,Northern New England
12697,1.59,297788.72,conventional,2017,Orlando
12698,1.8,7480.22,organic,2017,Orlando
12699,1.68,385731.38,conventional,2017,Philadelphia
12700,1.88,23939.58,organic,2017,Philadelphia
12701,0.67,1315020.28,conventional,2017,Phoenix/Tucson
12702,1.38,16511.26,organic,2017,Phoenix/Tucson
12703,1.37,122944.98,conventional,2017,Pittsburgh
12704,1.51,9751.92,organic,2017,Pittsburgh
12705,1.29,1818148.12,conventional,2017,Plains
12706,1.55,81276.27,organic,2017,Plains
12707,1.12,672306.68,conventional,2017,Portland
12708,0.78,66751.16,organic,2017,Portland
12709,1.39,309926.42,conventional,2017,Raleigh/Greensboro
12710,2.21,11544.33,organic,2017,Raleigh/Greensboro
12711,1.19,288015.28,conventional,2017,Richmond/Norfolk
12712,1.41,11559.75,organic,2017,Richmond/Norfolk
12713,1.15,169374.96,conventional,2017,Roanoke
12714,1.19,10899.57,organic,2017,Roanoke
12715,1.58,385734.97,conventional,2017,Sacramento
12716,2.31,6244.05,organic,2017,Sacramento
12717,1.22,455329.05,conventional,2017,San Diego
12718,1.88,16174.36,organic,2017,San Diego
12719,1.79,632537.9,conventional,2017,San Francisco
12720,2.59,21303.86,organic,2017,San Francisco
12721,1.18,618377.56,conventional,2017,Seattle
12722,1.02,76855.75,organic,2017,Seattle
12723,1.38,366510.61,conventional,2017,South Carolina
12724,1.5,10286.24,organic,2017,South Carolina
12725,0.84,6777539.0,conventional,2017,South Central
12726,1.14,169883.35,organic,2017,South Central
12727,1.49,3289069.45,conventional,2017,Southeast
12728,1.51,81061.62,organic,2017,Southeast
12729,1.12,95055.86,conventional,2017,Spokane
12730,1.32,5923.05,organic,2017,Spokane
12731,1.33,116596.47,conventional,2017,St. Louis
12732,1.23,13548.83,organic,2017,St. Louis
12733,1.6,75253.52,conventional,2017,Syracuse
12734,1.96,1628.79,organic,2017,Syracuse
12735,1.63,321691.27,conventional,2017,Tampa
12736,1.93,5864.06,organic,2017,Tampa
12737,1.21,34468017.36,conventional,2017,Total U.S.
12738,1.42,1492167.41,organic,2017,Total U.S.
12739,1.05,6442820.51,conventional,2017,West
12740,0.98,402676.23,organic,2017,West
12741,0.86,886455.71,conventional,2017,West Tex/New Mexico
12742,1.04,28803.5,organic,2017,West Tex/New Mexico
12743,1.54,105436.11,conventional,2017,Albany
12744,1.92,2209.82,organic,2017,Albany
12745,1.23,465350.2,conventional,2017,Atlanta
12746,0.91,24438.67,organic,2017,Atlanta
12747,1.64,738255.19,conventional,2017,Baltimore/Washington
12748,1.89,19114.94,organic,2017,Baltimore/Washington
12749,1.21,95508.38,conventional,2017,Boise
12750,1.18,3514.61,organic,2017,Boise
12751,1.53,629799.49,conventional,2017,Boston
12752,2.0,17032.99,organic,2017,Boston
12753,1.56,172946.22,conventional,2017,Buffalo/Rochester
12754,2.17,5013.5,organic,2017,Buffalo/Rochester
12755,1.13,6249182.98,conventional,2017,California
12756,1.63,186112.1,organic,2017,California
12757,1.54,201298.91,conventional,2017,Charlotte
12758,2.02,8814.73,organic,2017,Charlotte
12759,1.65,699592.47,conventional,2017,Chicago
12760,1.95,57024.53,organic,2017,Chicago
12761,1.17,215849.78,conventional,2017,Cincinnati/Dayton
12762,0.86,24184.04,organic,2017,Cincinnati/Dayton
12763,1.07,225843.95,conventional,2017,Columbus
12764,0.97,13309.12,organic,2017,Columbus
12765,0.9,1337046.52,conventional,2017,Dallas/Ft. Worth
12766,1.24,26121.58,organic,2017,Dallas/Ft. Worth
12767,1.31,704360.11,conventional,2017,Denver
12768,0.89,65820.33,organic,2017,Denver
12769,1.51,284715.12,conventional,2017,Detroit
12770,0.9,23252.59,organic,2017,Detroit
12771,1.73,144360.97,conventional,2017,Grand Rapids
12772,2.0,2038.99,organic,2017,Grand Rapids
12773,1.41,3149013.04,conventional,2017,Great Lakes
12774,1.36,201552.43,organic,2017,Great Lakes
12775,1.48,251676.02,conventional,2017,Harrisburg/Scranton
12776,2.06,9053.38,organic,2017,Harrisburg/Scranton
12777,1.74,284522.31,conventional,2017,Hartford/Springfield
12778,2.6,11045.91,organic,2017,Hartford/Springfield
12779,0.81,1244695.02,conventional,2017,Houston
12780,0.93,40655.85,organic,2017,Houston
12781,1.3,160389.47,conventional,2017,Indianapolis
12782,1.06,7728.45,organic,2017,Indianapolis
12783,1.5,151364.03,conventional,2017,Jacksonville
12784,2.07,2942.87,organic,2017,Jacksonville
12785,1.04,304603.84,conventional,2017,Las Vegas
12786,1.24,17575.92,organic,2017,Las Vegas
12787,1.01,2993246.61,conventional,2017,Los Angeles
12788,1.3,118305.22,organic,2017,Los Angeles
